,laptop_ID,Company,Product,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,log_price
332,338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,2,1334.0,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,7.195937226475569
333,339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,1.85,449.0,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,6.1070228877422545
334,340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.5,999.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,6.906754778648554
335,341,HP,EliteBook 840,Notebook,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,Windows 10,1.48,1268.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.145196134997171
336,342,Dell,Inspiron 7570,Ultrabook,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,Windows 10,1.9,1049.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,6.955592608396297
337,343,HP,Elitebook 850,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.84,1144.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,7.042286171939743
338,344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Linux,2,274.99,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.616734733369035
339,345,Dell,Inspiron 7570,Notebook,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,Windows 10,2,1142.75,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,7.041192917211854
340,346,Dell,Inspiron 3552,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics,Linux,2.2,274.9,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.6164073951712
341,347,Lenovo,IdeaPad 320-15ABR,Notebook,AMD A12-Series 9720P 3.6GHz,12,AMD Radeon 530,Windows 10,2.2,899.0,0,0,141.21199808219862,AMD Processor,2000,0,AMD,6.80128303447162
342,348,HP,ProBook 450,Notebook,Intel Core i3 7100U 2.4GHz,8,Nvidia GeForce 930MX ,Windows 10,2.1,716.0,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,6.573680166960646
343,349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,Windows 10,1.4,2099.0,1,1,316.96506044349616,Intel Core i7,0,512,Intel,7.649216319820633
344,350,Dell,XPS 13,Ultrabook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.2,1579.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,7.364547014255642
345,351,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1129.0,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,7.029087564149662
346,352,HP,Stream 14-AX001nv,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2,Intel HD Graphics 400,Windows 10,1.44,279.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,5.631211781821365
347,353,Dell,Latitude 5590,Ultrabook,Intel Core i7 8650U 1.9GHz,16,Intel UHD Graphics 620,Windows 10,1.88,1607.96,0,0,141.21199808219862,Intel Core i7,0,768,Intel,7.3827215738076175
348,354,Asus,VivoBook Flip,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.5,375.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,5.926926025970411
349,355,Dell,Inspiron 5570,Ultrabook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,Windows 10,1.9,663.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,6.4967749901858625
350,356,Dell,XPS 15,Notebook,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2027.42,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,7.614519327751176
351,357,HP,Elitebook 850,Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.84,1304.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,7.1731917424865985
352,358,MSI,GP72MVR 7RFX,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1409.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.25063551189868
353,359,HP,Zbook 15,Workstation,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,Windows 10,2.6,1738.27,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,7.46064564473776
354,360,Toshiba,Tecra A50-C-21G,Notebook,Intel Core i7 6500U 2.5GHz,16,Nvidia GeForce 930M,Windows 10,2.4,1403.0,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,7.246368080102461
355,361,Dell,Inspiron 5570,Notebook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,Windows 10,2.02,970.9,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,6.878223476376099
356,362,Lenovo,IdeaPad 320-15IAP,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,No OS,2.2,321.99,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.774520489161543
357,363,Dell,Inspiron 7577,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.65,999.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,6.906754778648554
358,364,Dell,Inspiron 3567,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.36,557.37,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,6.323229292286189
359,365,Dell,Latitude 7480,Notebook,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,Windows 10,1.36,1427.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.2633296174768365
360,366,HP,250 G6,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,1.86,439.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,6.0844994130751715
361,367,Asus,Zenbook UX410UA-GV027T,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2,945.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,6.851184927493743
362,368,Lenovo,IdeaPad 320-17IKB,Notebook,Intel Core i5 7200U 2.5GHz,6,Nvidia GeForce GTX 940MX,Windows 10,2.8,719.0,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,6.577861357721047
363,369,HP,250 G6,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.86,639.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,6.459904454377535
364,370,Lenovo,IdeaPad 320-15ISK,Notebook,Intel Core i3 6006U 2GHz,8,Nvidia GeForce 920MX ,No OS,2.2,499.0,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,6.212606095751519
365,371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,Intel Pentium Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,Windows 10,2.04,389.0,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,5.963579343618446
366,372,Dell,Inspiron 5770,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,Windows 10,2.8,1085.0,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,6.98933526597456
367,373,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,No OS,2.4,809.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,6.695798917058491
368,374,Dell,Inspiron 5567,Notebook,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,Windows 10,2.33,899.0,0,0,141.21199808219862,Intel Core i7,0,256,AMD,6.80128303447162
369,375,HP,Elitebook 1040,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.36,1750.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,7.4673710669175595
370,376,Asus,ZenBook Flip,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,12,Nvidia GeForce GT 940MX,Windows 10,2.26,1099.0,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,7.002155954403621
371,377,Acer,Aspire 3,Notebook,AMD A9-Series 9420 3GHz,4,AMD Radeon R5,Windows 10,2.1,426.0,0,0,100.45466986113651,AMD Processor,0,128,AMD,6.054439346269371
372,378,Asus,Rog Strix,Gaming,AMD Ryzen 1700 3GHz,16,AMD Radeon RX 580,Windows 10,3.25,2199.0,0,1,127.33567457123111,AMD Processor,1000,256,AMD,7.695757990554761
373,379,Lenovo,IdeaPad 110-17ACL,Notebook,AMD A8-Series 7410 2.2GHz,4,AMD Radeon R5,Windows 10,2.6,489.0,0,0,106.11306214269258,AMD Processor,0,128,AMD,6.192362489474872
374,380,Dell,Inspiron 5379,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.62,869.01,1,0,165.6321180513006,Intel Core i7,0,256,Intel,6.7673546326790435
375,381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,AMD A9-Series 9420 3GHz,4,AMD Radeon R5,Windows 10,1.91,488.99,0,0,141.21199808219862,AMD Processor,0,256,AMD,6.192342039368019
376,382,Lenovo,Yoga 11e,Netbook,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.59,553.0,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,6.315358001522335
377,383,Dell,Inspiron 3552,Notebook,Intel Celeron Dual Core N3060 1.60GHz,4,Intel HD Graphics 400,Windows 10,1.8,309.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.733341276897746
378,384,Asus,VivoBook E403NA,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.5,286.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,5.655991810819852
379,385,Acer,Aspire 7,Notebook,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Linux,2.4,846.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,6.740519359606223
380,386,HP,Omen 17-w212nv,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,3.35,1191.0,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.0825485693553
381,387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,No OS,1.85,403.5,0,0,141.21199808219862,Intel Core i3,0,128,Intel,6.000176487710004
382,388,Asus,ROG Strix,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,Windows 10,2.3,1655.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.411556287811163
383,389,Lenovo,IdeaPad 720S-14IKB,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,Windows 10,1.5,1099.0,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,7.002155954403621
384,390,Asus,Zenbook Flip,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.1,1748.9,1,0,165.6321180513006,Intel Core i7,0,512,Intel,7.466742297855146
385,391,Lenovo,Thinkpad X1,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.13,2282.0,0,1,209.8006828649808,Intel Core i7,0,512,Intel,7.732807530422021
386,392,Lenovo,Ideapad 510S-13IKB,Notebook,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,1.5,549.0,0,1,165.6321180513006,Intel Core i3,0,128,Intel,6.3080984415095305
387,393,Dell,Precision 3510,Workstation,Intel Core i5 6440HQ 2.6GHz,8,AMD FirePro W5130M,Windows 10,2.23,1369.0,0,0,141.21199808219862,Intel Core i5,500,0,AMD,7.221835825288449
388,394,Dell,Precision 5520,Workstation,Intel Core i7 6820HQ 2.7GHz,8,Nvidia Quadro M1200,Windows 10,2,2135.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,7.666221925662725
389,395,Lenovo,ThinkPad X1,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.42,2509.0,1,0,209.8006828649808,Intel Core i7,0,512,Intel,7.827639546366422
390,396,Asus,Rog GL753VD-GC042T,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,3,1039.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,6.946013991099227
391,397,Asus,Rog GL753VE-GC070T,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,Windows 10,3,1591.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.372118028337787
392,399,Acer,Aspire 5,Notebook,Intel Core i5 8250U 1.6GHz,12,Nvidia GeForce MX130,Windows 10,2.2,693.99,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,6.542457551181089
393,400,MSI,Leopard GP72M,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1349.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,7.207118856207756
394,401,Dell,Inspiron 5567,Notebook,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,Linux,2.33,778.87,0,0,141.21199808219862,Intel Core i7,0,256,AMD,6.6578441513284545
395,402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,AMD A9-Series 9420 3GHz,4,AMD Radeon 520,Windows 10,1.91,499.0,0,0,141.21199808219862,AMD Processor,0,256,AMD,6.212606095751519
396,403,Lenovo,ThinkPad E580,Notebook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon RX 550,Windows 10,2.1,1229.56,0,1,141.21199808219862,Intel Core i7,0,256,AMD,7.114411660790886
397,404,Lenovo,ThinkPad L470,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.9,938.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,6.843749949006225
398,405,Dell,Precision M5520,Workstation,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,Windows 10,1.78,2712.0,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,7.905441649060286
399,406,Lenovo,Thinkpad X1,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.13,2625.0,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,7.872836175025724
400,407,Lenovo,IdeaPad 320-15IAP,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,2.2,306.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.723585101952381
401,408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,2.9,1529.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.332369205929062
402,409,Lenovo,ThinkPad E580,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon RX 550,Windows 10,2.1,1144.5,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,7.0427231393926215
403,410,Acer,Aspire 7,Notebook,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Linux,2.5,879.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,6.778784897685177
404,411,MSI,GE73VR 7RF,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,Windows 10,2.8,2249.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.718240951959316
405,412,Asus,Zenbook 3,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.10,1873.0,0,0,157.3505121487356,Intel Core i7,0,512,Intel,7.5352967024440884
406,413,Toshiba,Portege Z30-C-16P,Ultrabook,Intel Core i7 6500U 2.5GHz,16,Intel HD Graphics 520,Windows 10,1.2,1747.0,0,0,165.6321180513006,Intel Core i7,0,512,Intel,7.465655310134056
407,414,Dell,Latitude 7480,Ultrabook,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics,Windows 10,1.36,1680.0,0,0,157.3505121487356,Intel Core i7,0,512,Intel,7.426549072397305
408,415,Lenovo,IdeaPad 320-15ISK,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,2.2,409.0,0,0,141.21199808219862,Intel Core i3,500,0,Intel,6.013715156042802
409,416,Lenovo,Lenovo IdeaPad,Notebook,Intel Celeron Dual Core N3350 1.1GHz,2,Intel HD Graphics 500,Windows 10,1.15,304.45,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,5.718506870054583
410,417,Lenovo,ThinkPad P51,Workstation,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,Windows 10,2.67,1925.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.562681246721884
411,418,Lenovo,Thinkpad T470p,Ultrabook,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GT 940MX,Windows 10,1.7,1943.0,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,7.57198844937744
412,419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,Intel Core i3 6006U 2GHz,4,AMD Radeon 520,Windows 10,2.1,469.0,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,6.150602768446279
413,420,Acer,Aspire R7,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.6,789.01,1,1,165.6321180513006,Intel Core i7,0,256,Intel,6.670778995036786
414,421,Asus,ZenBook Flip,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.27,928.0,1,1,165.6321180513006,Intel Core i5,0,256,Intel,6.833031732786201
415,422,Dell,Inspiron 3567,Notebook,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M430,Linux,2.3,598.9,0,0,141.21199808219862,Intel Core i5,0,256,AMD,6.395094639270416
416,423,Dell,Latitude 3380,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,1.65,689.0,0,0,117.82653006268643,Intel Core i3,0,128,Intel,6.535241271013659
417,424,HP,EliteBook 1040,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.43,1500.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,7.313220387090301
418,425,Dell,Inspiron 3567,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.14,539.95,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,6.291476542678769
419,426,Lenovo,ThinkPad E480,Ultrabook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon RX 550,Windows 10,1.75,1215.38,0,1,157.3505121487356,Intel Core i7,0,256,AMD,7.102812064077956
420,427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,2,1899.0,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,7.549082710812286
421,428,Chuwi,LapBook 12.3,Notebook,Intel Celeron Quad Core N3450 1.1GHz,6,Intel HD Graphics 500,Windows 10,1.4,449.0,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,6.1070228877422545
422,429,HP,ProBook 650,Notebook,Intel Core i7 7820HQ 2.9GHz,8,Intel HD Graphics 630,Windows 10,2.31,1427.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,7.2633296174768365
423,430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,Intel Core i3 7100U 2.4GHz,8,Nvidia GeForce 940MX,Linux,2.3,597.0,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,6.391917113392602
424,431,Dell,Alienware 17,Gaming,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2799.0,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,7.937017489515454
425,432,Dell,Inspiron 7577,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1159.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.055312843339752
426,433,Dell,Inspiron 5570,Notebook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,Windows 10,2.02,1142.4,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,7.04088659158532
427,434,Dell,Latitude 5480,Ultrabook,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics 620,Linux,1.6,1099.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,7.002155954403621
428,435,HP,Omen 17-w207nv,Gaming,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1070,Windows 10,3.35,1999.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.6004023345004
429,436,Mediacom,FlexBook Edge,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.16,299.0,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,5.700443573390687
430,437,Samsung,Chromebook 3,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,Chrome OS,1.15,269.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,5.594711379601839
431,438,Lenovo,Thinkpad 13,Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.4,1010.0,0,1,165.6321180513006,Intel Core i7,0,256,Intel,6.917705609835305
432,439,Lenovo,IdeaPad 320s-14IKB,Notebook,Intel Core i3 7130U 2.7GHz,4,Intel HD Graphics 620,Windows 10,1.7,599.0,0,1,157.3505121487356,Intel Core i3,0,128,Intel,6.395261598115449
433,440,Lenovo,Thinkpad T570,Workstation,Intel Core i7 7600U 2.8GHz,16,Nvidia GeForce 940MX,Windows 10,2.3,2445.0,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,7.801800401908973
434,441,Lenovo,Thinkpad P51,Notebook,Intel Core i7 7820HQ 2.9GHz,16,Nvidia Quadro M2200M,Windows 10,2.5,2449.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.803435056952168
435,442,Asus,Rog Strix,Gaming,AMD Ryzen 1600 3.2GHz,8,AMD Radeon RX 580,Windows 10,3.2,1695.0,0,0,127.33567457123111,AMD Processor,1000,256,AMD,7.43543801981455
436,443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,Windows 10,2.1,347.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.849324779946859
437,444,Google,Pixelbook (Core,Ultrabook,Intel Core i7 7Y75 1.3GHz,16,Intel HD Graphics 615,Chrome OS,1.1,2199.0,1,0,234.50740003017813,Intel Core i7,0,512,Intel,7.695757990554761
438,445,Lenovo,ThinkPad T470s,Ultrabook,Intel Core i7 7500U 2.7GHz,24,Intel HD Graphics 620,Windows 10,1.32,2382.0,0,0,209.8006828649808,Intel Core i7,0,512,Intel,7.775695749915245
439,446,Asus,VivoBook Max,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Linux,2,559.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,6.326149473155099
440,447,Lenovo,IdeaPad 320-15AST,Notebook,AMD A6-Series 9220 2.5GHz,8,AMD Radeon R4,Windows 10,2.8,519.0,0,0,106.11306214269258,AMD Processor,1000,0,AMD,6.251903883165888
441,448,Dell,Inspiron 5570,Notebook,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,Windows 10,2.2,749.0,0,0,141.21199808219862,Intel Core i5,0,256,AMD,6.618738983517219
442,449,Lenovo,ThinkPad X270,Ultrabook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.36,1429.0,0,1,176.23257360658386,Intel Core i5,0,256,Intel,7.264730177929867
443,450,Lenovo,IdeaPad 320-15IAP,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,Windows 10,2.2,349.0,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,5.855071922202427
444,451,HP,Omen 15-AX205na,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.002155954403621
445,452,Dell,Latitude 5480,Notebook,Intel Core i5 7440HQ 2.8GHz,8,Nvidia GeForce 930MX,Windows 10,1.64,1179.0,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,7.072421900537371
446,453,Acer,Aspire ES1-572,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Linux,2.4,441.8,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.090857290986017
447,454,Dell,Precision 3520,Workstation,Intel Xeon E3-1505M V6 3GHz,8,Nvidia Quadro M620,Windows 10,2.23,1993.0,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,7.597396320212795
448,455,MSI,GV62 7RD-1686NL,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1027.74,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,6.9351174957379484
449,456,Microsoft,Surface Laptop,Ultrabook,Intel Core i7 7660U 2.5GHz,16,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2589.0,1,0,200.84255993695703,Intel Core i7,0,512,Intel,7.859026979751538
450,457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.91,589.0,0,0,100.45466986113651,Intel Core i5,0,128,Intel,6.3784261836515865
451,458,Dell,Precision 3520,Workstation,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro M620,Windows 10,2.17,1975.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,7.5883236773352225
452,459,HP,ProBook 650,Workstation,Intel Core i7 7820HQ 2.9GHz,8,Intel HD Graphics 620,Windows 10,2.31,1534.0,0,1,141.21199808219862,Intel Core i7,0,512,Intel,7.335633981927201
453,460,Lenovo,ThinkPad T470,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.65,1345.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.20414929203594
454,461,Dell,Inspiron 5570,Notebook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,Windows 10,2.36,979.0,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,6.88653164253051
455,462,Dell,Inspiron 3168,2 in 1 Convertible,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,Windows 10,1.47,479.0,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,6.171700597410915
